boro_code,ct2010,c_lat,c_lon
2,024900,40.857,-73.913
1,005800,40.743,-73.991
4,004300,40.761,-73.938
4,008500,40.76,-73.941
4,077903,40.719,-73.822
4,053800,40.706,-73.743
4,058200,40.707,-73.738
4,118900,40.757,-73.813
4,056600,40.72,-73.738
1,006500,40.73,-74.0
1,006700,40.73,-74.004
1,007300,40.734,-74.004
4,038100,40.756,-73.858
4,039900,40.752,-73.854
4,040100,40.751,-73.857
3,036501,40.675,-73.912
1,003400,40.729,-73.981
2,016300,40.839,-73.895
1,002800,40.727,-73.977
3,036400,40.58,-73.964
4,071304,40.729,-73.854
2,017100,40.84,-73.907
2,017702,40.836,-73.91
2,012701,40.826,-73.892
2,011900,40.823,-73.89
2,012102,40.826,-73.888
4,003800,40.685,-73.847
4,004001,40.683,-73.846
4,001400,40.695,-73.855
4,002200,40.696,-73.851
4,064101,40.699,-73.852
3,044700,40.707,-73.923
3,045300,40.707,-73.929
3,042700,40.704,-73.927
4,100802,40.603,-73.763
2,038700,40.858,-73.889
1,026500,40.85,-73.94
4,028700,40.751,-73.889
4,030903,40.758,-73.89
2,006500,40.817,-73.922
3,013200,40.628,-74.016
3,013600,40.627,-74.023
5,027706,40.591,-74.162
5,002002,40.601,-74.07
4,033402,40.675,-73.772
4,065600,40.66,-73.73
4,066400,40.651,-73.745
4,036800,40.685,-73.766
4,042600,40.689,-73.77
4,027600,40.688,-73.786
4,068200,40.668,-73.75
3,016600,40.619,-74.016
4,000200,40.693,-73.866
3,118000,40.689,-73.878
2,037400,40.875,-73.867
2,038000,40.878,-73.862
3,029700,40.681,-73.932
3,038100,40.681,-73.925
3,016200,40.613,-74.031
4,014202,40.699,-73.82
4,021200,40.701,-73.812
2,051600,40.849,-73.782
4,018700,40.737,-73.925
4,018900,40.74,-73.928
3,119200,40.677,-73.878
3,069601,40.627,-73.915
3,032600,40.577,-73.988
4,055700,40.699,-73.898
4,048100,40.742,-73.885
5,009602,40.591,-74.095
4,079200,40.669,-73.797
4,011100,40.779,-73.907
4,050600,40.706,-73.76
5,027702,40.58,-74.164
3,031500,40.677,-73.95
3,031300,40.677,-73.944
4,020600,40.694,-73.809
4,020800,40.698,-73.807
4,080301,40.745,-73.831
1,010000,40.758,-73.971
1,010800,40.759,-73.965
1,024301,40.836,-73.939
2,037300,40.849,-73.89
1,021500,40.814,-73.949
1,021703,40.818,-73.95
3,121400,40.667,-73.865
2,021302,40.843,-73.92
2,021900,40.84,-73.92
3,110600,40.657,-73.884
1,018100,40.793,-73.968
3,050100,40.716,-73.949
3,051500,40.719,-73.951
2,012901,40.823,-73.899
2,013100,40.826,-73.898
1,004800,40.734,-73.984
1,015700,40.777,-73.979
2,007900,40.816,-73.905
4,109700,40.77,-73.777
4,108500,40.772,-73.789
4,109900,40.768,-73.786
3,036300,40.672,-73.917
3,090600,40.67,-73.909
4,105900,40.774,-73.807
4,115100,40.769,-73.808
3,037500,40.688,-73.922
3,037700,40.684,-73.92
3,039700,40.689,-73.919
3,040100,40.686,-73.913
3,040900,40.691,-73.905
4,055900,40.694,-73.902
4,117100,40.763,-73.806
4,121100,40.745,-73.805
4,122701,40.733,-73.807
4,080900,40.734,-73.822
4,122702,40.733,-73.813
2,015300,40.833,-73.894
4,124100,40.727,-73.802
4,140901,40.746,-73.775
4,140902,40.745,-73.782
4,141700,40.745,-73.792
4,142900,40.751,-73.785
2,023600,40.845,-73.867
4,037600,40.688,-73.754
4,038400,40.693,-73.748
2,025000,40.852,-73.856
2,025200,40.847,-73.855
2,025100,40.857,-73.908
2,025300,40.861,-73.905
2,028500,40.886,-73.903
3,048200,40.633,-73.97
4,143500,40.753,-73.77
4,144700,40.757,-73.772
3,053100,40.701,-73.954
3,053300,40.704,-73.957
4,051000,40.71,-73.754
4,053200,40.7,-73.749
3,055600,40.603,-73.959
2,037000,40.873,-73.859
2,037200,40.874,-73.863
4,157903,40.734,-73.708
3,064200,40.612,-73.946
3,064400,40.614,-73.942
4,061601,40.682,-73.732
5,001700,40.634,-74.081
4,059000,40.701,-73.737
4,033900,40.759,-73.88
4,055400,40.728,-73.74
4,130100,40.733,-73.74
4,056200,40.725,-73.733
4,020400,40.695,-73.803
4,025400,40.697,-73.794
4,066701,40.722,-73.891
4,027000,40.689,-73.791
4,028200,40.685,-73.774
4,033401,40.679,-73.767
4,019000,40.685,-73.795
4,027200,40.684,-73.791
4,018402,40.679,-73.794
3,083000,40.641,-73.946
4,041100,40.744,-73.865
4,046100,40.742,-73.871
3,082800,40.641,-73.95
3,078800,40.637,-73.949
3,079000,40.641,-73.954
2,044400,40.899,-73.844
4,016400,40.685,-73.817
4,026400,40.692,-73.786
4,026600,40.692,-73.782
1,001001,40.714,-73.978
2,000100,40.791,-73.883
3,086600,40.656,-73.927
3,088000,40.662,-73.931
3,095800,40.641,-73.912
4,050201,40.709,-73.765
4,050400,40.705,-73.764
3,107800,40.659,-73.876
4,013200,40.701,-73.834
3,116600,40.675,-73.882
4,023000,40.713,-73.808
4,023200,40.71,-73.811
3,115000,40.674,-73.887
3,116200,40.67,-73.885
4,044601,40.705,-73.798
3,004500,40.688,-73.995
3,004900,40.688,-73.998
3,118800,40.679,-73.866
3,120200,40.676,-73.864
4,113900,40.764,-73.791
4,118100,40.759,-73.787
4,146300,40.759,-73.781
3,000200,40.653,-74.011
3,008000,40.649,-74.01
3,008200,40.651,-74.008
4,044400,40.706,-73.782
4,046800,40.71,-73.782
4,071701,40.731,-73.86
4,047000,40.711,-73.777
4,048000,40.713,-73.773
3,013100,40.678,-73.98
3,013300,40.675,-73.981
4,005000,40.678,-73.855
3,013000,40.633,-74.021
3,013400,40.63,-74.02
4,044302,40.74,-73.864
4,087100,40.759,-73.834
4,085900,40.755,-73.821
4,079702,40.751,-73.829
4,006501,40.768,-73.918
4,007100,40.769,-73.923
4,006300,40.764,-73.92
4,007500,40.765,-73.927
4,077907,40.725,-73.818
4,007300,40.767,-73.925
4,007700,40.767,-73.932
4,007900,40.769,-73.93
3,016500,40.67,-73.974
3,015700,40.673,-73.976
4,125700,40.724,-73.808
4,009600,40.681,-73.832
4,086400,40.673,-73.832
4,083700,40.745,-73.82
4,121500,40.74,-73.806
5,015100,40.62,-74.128
4,035300,40.76,-73.874
4,036100,40.761,-73.872
4,036300,40.76,-73.869
3,018000,40.608,-74.007
4,011500,40.774,-73.913
4,028100,40.752,-73.883
4,033700,40.759,-73.883
3,018400,40.614,-74.007
3,018600,40.616,-74.005
4,011600,40.689,-73.839
4,011800,40.691,-73.834
3,042100,40.697,-73.924
3,043100,40.7,-73.92
4,016100,40.755,-73.915
4,051300,40.732,-73.898
4,018501,40.739,-73.922
4,018502,40.741,-73.922
3,020800,40.626,-74.01
3,021000,40.628,-74.008
3,021900,40.672,-73.955
3,052600,40.636,-73.967
4,026700,40.745,-73.888
3,023000,40.638,-73.984
3,023200,40.636,-73.986
3,026200,40.619,-73.997
3,028100,40.693,-73.94
3,026100,40.692,-73.946
3,026800,40.61,-73.99
3,026400,40.615,-73.997
3,027400,40.611,-73.995
3,028300,40.695,-73.94
3,028700,40.696,-73.935
1,015300,40.775,-73.981
1,015801,40.784,-73.952
3,033100,40.664,-73.942
3,035500,40.664,-73.933
2,009600,40.834,-73.844
2,020200,40.838,-73.848
1,015802,40.787,-73.95
1,016002,40.788,-73.954
2,037100,40.847,-73.887
1,004100,40.719,-73.997
3,048100,40.714,-73.939
3,048500,40.708,-73.936
1,019300,40.801,-73.962
1,019702,40.802,-73.958
1,006400,40.737,-73.981
4,118500,40.759,-73.804
4,119100,40.757,-73.807
1,009100,40.745,-73.995
1,009500,40.747,-73.993
4,119900,40.753,-73.81
4,120700,40.751,-73.801
3,017200,40.609,-74.01
3,022100,40.676,-73.954
3,030500,40.677,-73.959
1,020500,40.81,-73.965
3,048000,40.63,-73.974
1,023400,40.824,-73.939
4,047200,40.718,-73.779
4,020500,40.73,-73.922
2,044200,40.904,-73.846
1,012100,40.76,-73.992
1,026700,40.85,-73.929
1,013600,40.773,-73.949
4,129104,40.738,-73.75
4,148300,40.774,-73.749
4,099703,40.783,-73.775
4,100801,40.61,-73.767
3,015400,40.611,-74.019
4,099704,40.782,-73.781
3,024100,40.692,-73.954
3,028501,40.699,-73.942
3,050700,40.701,-73.947
5,002100,40.63,-74.077
5,002700,40.624,-74.076
5,000600,40.615,-74.065
3,017800,40.607,-74.005
3,027600,40.611,-73.999
4,101002,40.6,-73.742
4,150701,40.762,-73.74
2,002300,40.809,-73.926
1,000201,40.712,-73.986
1,000600,40.712,-73.989
1,001401,40.715,-73.987
3,027100,40.679,-73.937
4,071600,40.647,-73.787
1,007800,40.746,-73.975
1,017800,40.795,-73.934
2,028800,40.854,-73.851
5,017700,40.602,-74.104
4,088901,40.772,-73.828
3,069800,40.613,-73.916
4,074700,40.733,-73.845
4,109300,40.775,-73.774
4,111300,40.767,-73.763
5,009700,40.642,-74.109
4,155102,40.751,-73.715
4,157902,40.742,-73.712
1,001402,40.718,-73.986
1,001800,40.719,-73.991
5,018702,40.604,-74.126
3,041402,40.602,-73.968
3,041800,40.605,-73.965
3,021700,40.673,-73.959
3,021500,40.673,-73.963
3,035700,40.668,-73.927
3,035900,40.67,-73.924
3,092200,40.655,-73.906
3,109800,40.653,-73.902
3,084600,40.642,-73.927
3,093200,40.638,-73.93
3,028200,40.601,-74.004
3,017600,40.603,-74.009
3,016800,40.604,-74.016
3,017400,40.604,-74.012
3,005601,40.615,-74.036
3,005602,40.613,-74.036
3,004400,40.631,-74.036
3,004600,40.627,-74.036
3,075600,40.617,-73.948
2,034000,40.868,-73.863
2,034200,40.868,-73.86
3,037402,40.587,-73.972
4,018000,40.676,-73.805
4,081400,40.671,-73.804
4,081800,40.671,-73.809
4,092900,40.787,-73.851
3,052500,40.709,-73.96
3,051300,40.712,-73.952
3,052700,40.708,-73.954
3,073000,40.626,-73.93
1,024700,40.838,-73.946
1,003900,40.721,-74.011
2,021301,40.846,-73.92
2,021502,40.848,-73.917
2,044902,40.899,-73.869
2,045102,40.9,-73.864
3,001100,40.693,-73.988
3,000900,40.692,-73.992
3,003700,40.689,-73.985
1,011800,40.765,-73.961
1,012600,40.768,-73.959
5,008100,40.643,-74.093
5,017012,40.553,-74.174
3,073200,40.628,-73.934
3,073600,40.624,-73.936
5,007400,40.594,-74.065
5,012806,40.559,-74.11
3,111600,40.664,-73.876
4,009900,40.779,-73.923
1,016200,40.788,-73.94
4,093401,40.578,-73.847
3,070203,40.61,-73.86
4,097203,40.601,-73.78
3,070201,40.609,-73.909
3,121000,40.67,-73.872
3,028600,40.6,-74.002
1,022500,40.824,-73.954
1,022301,40.821,-73.955
2,033202,40.863,-73.869
4,013400,40.705,-73.835
2,050400,40.872,-73.804
3,015900,40.675,-73.973
3,020700,40.675,-73.967
3,089200,40.663,-73.922
3,090000,40.666,-73.92
3,014000,40.621,-74.02
3,014200,40.623,-74.022
3,020600,40.625,-74.015
4,018401,40.675,-73.792
4,077904,40.721,-73.814
2,029500,40.885,-73.909
5,006700,40.635,-74.101
3,036002,40.576,-73.961
3,061002,40.576,-73.956
3,058800,40.59,-73.959
3,058200,40.599,-73.959
3,058400,40.594,-73.959
3,040600,40.601,-73.982
3,035602,40.578,-73.97
3,035601,40.581,-73.97
3,035200,40.573,-73.981
3,033600,40.577,-74.007
5,020100,40.624,-74.134
2,044901,40.897,-73.873
4,049301,40.732,-73.894
4,049700,40.732,-73.89
3,032300,40.667,-73.955
4,019900,40.735,-73.934
4,000400,40.69,-73.865
3,118202,40.689,-73.869
1,011203,40.761,-73.969
1,011402,40.763,-73.967
2,020400,40.841,-73.851
4,124700,40.728,-73.796
4,126700,40.72,-73.798
4,097204,40.594,-73.781
1,023502,40.828,-73.939
1,009200,40.754,-73.975
1,022102,40.819,-73.946
2,031000,40.861,-73.836
4,056100,40.693,-73.885
3,114202,40.682,-73.891
3,004700,40.688,-74.002
1,014801,40.779,-73.956
3,006700,40.684,-73.997
1,003800,40.727,-73.988
1,005502,40.726,-73.994
3,025300,40.693,-73.95
3,025500,40.697,-73.951
4,049900,40.731,-73.883
1,004400,40.731,-73.977
3,055700,40.722,-73.959
1,014900,40.772,-73.982
2,013300,40.823,-73.903
2,013500,40.827,-73.902
4,080302,40.74,-73.826
3,010800,40.641,-74.004
3,011400,40.639,-73.999
4,084900,40.755,-73.833
2,035600,40.867,-73.836
2,036000,40.867,-73.843
5,024402,40.503,-74.238
4,099802,40.593,-73.758
4,094203,40.586,-73.809
4,093402,40.579,-73.84
4,092800,40.575,-73.853
4,092200,40.573,-73.861
2,045600,40.889,-73.821
5,004700,40.614,-74.095
2,039000,40.881,-73.861
2,039200,40.883,-73.865
4,091800,40.568,-73.873
4,091602,40.562,-73.891
4,091601,40.556,-73.92
3,000100,40.7,-73.994
4,093800,40.582,-73.83
4,008100,40.77,-73.934
4,094201,40.585,-73.82
2,028100,40.884,-73.891
5,030301,40.619,-74.156
5,030302,40.624,-74.159
4,032800,40.672,-73.756
4,033000,40.67,-73.764
3,008500,40.676,-74.006
2,016000,40.831,-73.818
4,025100,40.745,-73.91
4,025500,40.75,-73.908
4,016900,40.748,-73.914
2,028600,40.849,-73.848
2,014900,40.833,-73.901
2,015100,40.831,-73.898
2,036300,40.845,-73.883
2,036501,40.845,-73.886
2,040900,40.877,-73.893
2,027700,40.878,-73.901
2,027900,40.883,-73.897
3,001500,40.694,-73.983
5,003300,40.626,-74.087
5,003900,40.621,-74.093
3,091200,40.665,-73.908
1,002201,40.719,-73.982
3,032500,40.667,-73.958
1,016600,40.789,-73.948
1,020901,40.812,-73.955
1,021100,40.814,-73.961
2,008500,40.816,-73.899
2,008700,40.82,-73.897
1,015602,40.785,-73.946
1,016400,40.788,-73.944
4,075701,40.718,-73.835
2,000200,40.811,-73.859
2,011700,40.811,-73.877
5,990100,40.576,-74.053
2,029600,40.855,-73.845
4,079701,40.753,-73.825
4,084500,40.75,-73.82
3,047700,40.718,-73.942
3,049700,40.716,-73.945
4,077905,40.717,-73.813
5,013302,40.636,-74.123
4,022002,40.713,-73.814
1,007100,40.735,-74.0
1,007700,40.738,-74.003
2,030701,40.893,-73.911
4,094500,40.788,-73.831
4,103900,40.784,-73.819
3,076400,40.632,-73.959
3,046201,40.628,-73.974
2,046202,40.879,-73.834
2,048400,40.886,-73.835
2,018900,40.832,-73.93
4,061602,40.678,-73.729
3,072600,40.632,-73.934
3,077600,40.631,-73.941
3,078000,40.634,-73.939
4,001800,40.69,-73.852
4,002000,40.691,-73.85
3,046000,40.632,-73.966
5,011402,40.581,-74.105
3,045600,40.626,-73.967
3,053000,40.627,-73.964
4,049500,40.725,-73.89
4,051700,40.725,-73.9
4,049302,40.728,-73.892
4,051100,40.727,-73.9
3,057500,40.732,-73.953
1,019200,40.799,-73.931
3,060600,40.586,-73.956
3,060800,40.584,-73.95
1,022900,40.826,-73.952
3,002300,40.7,-73.983
3,008800,40.65,-74.001
3,113200,40.661,-73.899
3,090800,40.671,-73.905
3,091000,40.666,-73.903
4,022001,40.714,-73.821
3,004100,40.687,-73.985
3,004300,40.688,-73.99
3,006900,40.685,-73.992
3,003900,40.685,-73.981
3,012700,40.682,-73.983
3,012901,40.682,-73.979
3,000301,40.696,-73.997
3,000700,40.692,-73.997
2,021700,40.848,-73.913
2,024300,40.852,-73.912
5,029102,40.609,-74.19
2,018302,40.828,-73.919
1,019600,40.803,-73.939
1,024200,40.805,-73.934
4,101001,40.598,-73.749
5,001800,40.602,-74.059
5,000300,40.641,-74.075
5,000700,40.646,-74.082
4,069702,40.722,-73.863
4,070300,40.716,-73.859
5,012805,40.555,-74.118
2,037504,40.85,-73.893
2,039100,40.853,-73.887
2,000400,40.811,-73.852
4,093900,40.792,-73.843
3,073800,40.622,-73.939
3,074400,40.622,-73.943
3,074600,40.619,-73.943
2,042600,40.891,-73.842
1,001502,40.707,-74.005
5,017010,40.551,-74.196
1,000500,40.689,-74.017
1,031900,40.703,-74.016
1,024100,40.834,-73.946
4,008700,40.774,-73.935
4,094202,40.59,-73.809
4,147100,40.761,-73.763
4,005900,40.76,-73.924
4,006100,40.762,-73.922
4,058100,40.704,-73.894
4,058300,40.702,-73.898
5,015602,40.536,-74.162
5,017011,40.546,-74.17
1,023501,40.829,-73.942
3,080600,40.662,-73.944
3,081000,40.659,-73.945
3,085600,40.649,-73.945
4,047900,40.735,-73.884
4,062400,40.686,-73.742
4,062000,40.681,-73.738
4,063000,40.68,-73.744
1,021900,40.817,-73.957
1,022302,40.82,-73.957
4,133300,40.732,-73.779
1,012400,40.767,-73.954
2,021200,40.836,-73.859
2,022200,40.836,-73.855
4,025302,40.744,-73.913
3,002901,40.695,-73.978
3,003100,40.692,-73.978
4,065501,40.715,-73.867
3,053900,40.703,-73.963
1,027900,40.856,-73.932
1,028300,40.859,-73.929
1,028500,40.862,-73.928
3,012600,40.635,-74.019
1,014401,40.775,-73.948
3,000502,40.695,-73.993
1,001600,40.716,-73.993
2,008900,40.819,-73.894
4,079300,40.736,-73.831
5,018902,40.605,-74.138
1,029900,40.865,-73.917
1,001200,40.716,-73.982
4,029100,40.751,-73.895
4,029300,40.752,-73.899
3,008400,40.654,-74.005
3,017500,40.652,-73.99
5,032300,40.634,-74.179
4,112300,40.766,-73.771
4,112900,40.765,-73.777
2,042901,40.875,-73.874
2,043100,40.882,-73.877
5,002001,40.607,-74.071
3,025400,40.617,-73.984
4,026300,40.746,-73.897
4,013600,40.707,-73.829
4,005400,40.679,-73.849
4,008600,40.677,-73.841
4,050700,40.727,-73.882
4,066900,40.724,-73.886
4,030600,40.665,-73.78
4,048500,40.74,-73.885
4,012500,40.771,-73.916
5,017005,40.539,-74.181
5,020804,40.536,-74.2
3,052000,40.637,-73.964
2,038900,40.856,-73.885
5,031901,40.63,-74.163
5,031902,40.638,-74.166
3,039800,40.595,-73.976
2,029301,40.882,-73.921
2,029302,40.879,-73.916
5,023100,40.63,-74.156
5,023900,40.63,-74.149
1,001501,40.709,-74.004
4,013000,40.7,-73.838
3,059300,40.726,-73.938
3,050801,40.651,-73.961
5,020700,40.638,-74.135
5,022300,40.637,-74.153
4,073100,40.711,-73.846
4,074900,40.713,-73.84
2,042500,40.871,-73.879
4,026500,40.745,-73.893
3,012902,40.681,-73.976
2,002800,40.822,-73.878
2,005200,40.826,-73.882
4,066100,40.718,-73.882
4,065900,40.716,-73.882
4,066501,40.719,-73.887
2,020000,40.843,-73.846
2,025600,40.844,-73.85
4,102900,40.784,-73.807
4,097300,40.794,-73.821
4,098100,40.795,-73.816
4,060100,40.715,-73.902
4,063302,40.705,-73.871
4,063500,40.705,-73.867
4,062100,40.71,-73.873
4,063700,40.708,-73.862
3,062200,40.585,-73.935
3,021300,40.668,-73.96
4,077500,40.709,-73.832
5,005000,40.604,-74.086
5,009601,40.597,-74.089
2,039700,40.862,-73.885
2,039300,40.853,-73.883
3,031400,40.586,-73.992
2,029700,40.885,-73.912
4,063900,40.704,-73.857
4,064102,40.702,-73.853
3,024800,40.621,-73.99
3,042600,40.606,-73.98
3,012000,40.633,-74.012
3,012200,40.638,-74.018
4,046300,40.744,-73.871
4,047100,40.741,-73.877
3,011800,40.635,-74.011
3,021400,40.632,-74.003
2,035000,40.869,-73.848
2,035800,40.874,-73.843
4,077300,40.711,-73.835
4,024900,40.743,-73.904
4,026100,40.747,-73.901
3,016100,40.68,-73.973
3,016300,40.679,-73.97
1,021000,40.813,-73.936
1,021200,40.814,-73.939
1,015500,40.777,-73.987
3,007000,40.638,-74.024
4,012301,40.776,-73.899
2,037800,40.88,-73.867
4,085300,40.757,-73.828
2,026900,40.868,-73.909
2,028300,40.881,-73.903
3,056100,40.727,-73.956
4,161700,40.729,-73.718
4,035700,40.768,-73.871
3,029200,40.598,-74.0
2,023501,40.852,-73.905
2,023502,40.851,-73.904
4,099701,40.781,-73.79
4,101700,40.78,-73.798
2,023702,40.861,-73.897
2,039901,40.864,-73.894
2,023703,40.86,-73.9
2,040100,40.865,-73.898
3,030800,40.587,-73.98
3,038200,40.592,-73.981
3,038600,40.592,-73.975
3,002200,40.643,-74.022
3,003000,40.639,-74.029
2,016900,40.838,-73.903
4,085500,40.76,-73.824
4,086300,40.761,-73.82
1,030700,40.871,-73.917
2,014702,40.837,-73.904
4,028800,40.679,-73.786
4,029400,40.671,-73.781
2,014300,40.828,-73.912
4,004401,40.677,-73.859
4,005800,40.674,-73.849
1,020101,40.806,-73.96
1,020300,40.809,-73.962
4,116300,40.764,-73.819
4,116700,40.762,-73.812
4,090700,40.774,-73.838
4,091900,40.777,-73.846
4,029700,40.759,-73.903
3,003400,40.639,-74.034
3,019200,40.628,-73.999
3,025000,40.624,-73.996
3,042000,40.609,-73.964
3,055400,40.608,-73.96
1,018500,40.794,-73.966
4,022900,40.734,-73.911
4,051500,40.731,-73.901
1,018900,40.797,-73.964
1,019100,40.801,-73.97
3,059100,40.724,-73.943
3,048400,40.634,-73.974
3,048600,40.639,-73.978
3,075000,40.627,-73.949
3,075400,40.621,-73.951
4,098700,40.792,-73.809
1,013700,40.765,-73.98
1,013900,40.767,-73.986
1,014500,40.77,-73.984
1,027700,40.855,-73.927
4,010600,40.686,-73.825
4,016600,40.681,-73.821
3,050804,40.653,-73.964
1,001002,40.717,-73.977
3,055100,40.714,-73.964
2,003300,40.808,-73.912
4,056000,40.725,-73.737
4,162100,40.728,-73.73
4,097202,40.591,-73.78
4,099200,40.595,-73.767
4,045800,40.715,-73.791
4,046200,40.71,-73.788
4,046600,40.714,-73.785
1,022700,40.823,-73.946
1,025900,40.823,-73.942
3,040000,40.598,-73.976
3,040800,40.601,-73.979
1,006000,40.735,-73.977
3,029400,40.595,-73.998
3,030400,40.592,-73.994
4,010701,40.784,-73.904
3,054700,40.709,-73.967
5,013400,40.57,-74.117
3,094401,40.639,-73.923
3,094600,40.645,-73.923
3,056500,40.73,-73.958
4,015500,40.76,-73.918
4,015900,40.756,-73.918
3,044900,40.718,-73.931
1,002000,40.72,-73.976
2,009000,40.822,-73.842
2,009800,40.825,-73.85
4,107201,40.603,-73.822
4,107202,40.617,-73.814
2,020100,40.842,-73.927
2,020501,40.847,-73.924
3,120800,40.671,-73.865
3,122000,40.664,-73.863
3,033000,40.579,-73.999
3,034800,40.581,-73.983
1,007900,40.739,-74.008
1,009900,40.752,-74.005
5,012200,40.576,-74.111
5,011401,40.586,-74.099
5,018100,40.589,-74.121
1,014601,40.777,-73.952
1,014602,40.779,-73.951
1,014802,40.781,-73.954
1,026100,40.846,-73.934
1,025300,40.843,-73.938
1,026300,40.847,-73.937
1,019800,40.804,-73.942
1,019000,40.802,-73.948
1,020000,40.806,-73.945
1,027300,40.854,-73.937
1,027500,40.855,-73.94
1,000700,40.705,-74.008
1,000900,40.702,-74.01
1,003001,40.721,-73.987
1,005900,40.731,-73.995
1,006100,40.734,-73.992
1,005000,40.736,-73.987
1,008603,40.754,-73.964
1,010601,40.757,-73.962
1,012800,40.771,-73.962
1,004700,40.722,-74.003
1,004900,40.725,-74.0
1,013200,40.77,-73.951
1,013400,40.772,-73.956
1,011000,40.762,-73.963
1,013800,40.775,-73.954
1,014000,40.776,-73.958
1,014402,40.776,-73.945
1,014200,40.777,-73.961
1,002202,40.721,-73.981
1,003002,40.723,-73.986
1,018200,40.798,-73.942
1,018800,40.798,-73.937
1,017900,40.793,-73.976
1,018300,40.796,-73.974
1,016800,40.791,-73.951
3,019700,40.688,-73.967
3,023100,40.686,-73.961
3,001800,40.655,-74.013
3,005300,40.675,-74.01
5,027301,40.6,-74.152
5,027302,40.596,-74.139
5,007000,40.588,-74.078
5,011201,40.579,-74.088
3,034300,40.674,-73.939
3,034500,40.673,-73.934
3,022700,40.682,-73.957
3,024700,40.679,-73.949
3,114201,40.68,-73.897
3,119800,40.676,-73.894
3,082400,40.649,-73.949
3,082600,40.645,-73.949
4,045500,40.736,-73.862
4,071702,40.733,-73.863
3,015200,40.615,-74.024
3,016400,40.608,-74.028
2,006700,40.819,-73.918
2,006900,40.822,-73.916
2,003100,40.81,-73.906
2,038302,40.857,-73.895
2,036502,40.842,-73.888
2,036700,40.841,-73.889
2,002000,40.818,-73.866
2,002400,40.816,-73.871
2,007700,40.82,-73.904
1,023000,40.818,-73.941
1,023200,40.821,-73.94
3,046400,40.625,-73.978
3,047400,40.629,-73.982
2,022401,40.855,-73.869
2,023000,40.849,-73.866
3,045800,40.626,-73.969
3,046202,40.625,-73.974
3,040300,40.685,-73.908
3,041100,40.688,-73.907
4,095400,40.593,-73.8
4,096400,40.594,-73.793
5,015400,40.546,-74.128
5,015603,40.538,-74.148
1,025700,40.808,-73.954
1,019701,40.805,-73.959
1,020102,40.805,-73.957
5,020801,40.549,-74.21
5,017007,40.558,-74.188
2,015500,40.836,-73.89
3,006500,40.679,-73.999
2,038500,40.856,-73.892
2,039500,40.848,-73.897
1,006600,40.74,-73.979
1,005600,40.742,-73.987
1,007400,40.746,-73.984
3,119000,40.679,-73.872
3,119600,40.676,-73.873
3,021800,40.634,-73.998
3,022000,40.636,-73.996
3,009400,40.643,-74.001
3,009600,40.646,-74.006
3,061600,40.577,-73.94
3,062000,40.579,-73.946
4,009100,40.776,-73.93
1,015200,40.78,-73.944
3,007100,40.683,-73.987
3,011900,40.675,-73.99
4,033100,40.774,-73.874
3,037000,40.588,-73.963
3,039000,40.593,-73.964
4,076901,40.716,-73.838
4,076902,40.715,-73.834
4,029900,40.764,-73.899
4,031700,40.77,-73.893
2,027401,40.84,-73.823
2,027402,40.843,-73.817
4,071100,40.722,-73.852
4,071306,40.726,-73.856
1,016700,40.785,-73.981
3,025600,40.615,-73.986
3,043200,40.611,-73.981
5,022600,40.537,-74.23
5,024800,40.515,-74.242
4,059200,40.701,-73.73
4,062200,40.692,-73.729
3,036700,40.678,-73.905
4,000100,40.743,-73.951
4,063800,40.67,-73.733
4,157102,40.735,-73.725
5,027900,40.575,-74.149
4,129103,40.737,-73.76
1,023300,40.829,-73.95
1,023700,40.831,-73.948
2,041400,40.904,-73.854
2,041800,40.897,-73.858
4,052500,40.719,-73.907
4,059500,40.714,-73.908
2,016500,40.843,-73.9
2,016700,40.84,-73.902
4,002500,40.755,-73.945
1,021400,40.818,-73.936
1,023600,40.825,-73.936
2,041100,40.876,-73.887
2,041300,40.874,-73.885
2,046201,40.874,-73.827
4,156700,40.741,-73.73
4,157101,40.739,-73.72
2,043500,40.895,-73.882
2,045101,40.897,-73.864
2,028400,40.85,-73.839
4,000700,40.745,-73.951
3,057900,40.734,-73.949
3,058900,40.729,-73.941
1,013500,40.769,-73.993
2,014500,40.832,-73.907
2,014701,40.834,-73.905
3,077200,40.632,-73.953
3,077400,40.631,-73.948
4,003300,40.754,-73.938
3,009000,40.647,-73.997
3,011000,40.645,-73.993
5,000800,40.612,-74.068
5,003600,40.611,-74.076
1,011500,40.757,-73.994
4,008800,40.671,-73.839
4,006202,40.666,-73.855
1,015900,40.78,-73.985
1,016300,40.783,-73.984
3,079200,40.645,-73.955
3,079400,40.649,-73.955
1,014300,40.782,-73.966
4,032000,40.661,-73.765
4,068000,40.664,-73.75
4,048300,40.742,-73.893
2,007100,40.818,-73.913
2,007500,40.819,-73.909
2,014100,40.824,-73.912
2,018500,40.827,-73.907
4,024500,40.739,-73.905
4,024700,40.742,-73.899
5,014606,40.563,-74.143
3,070202,40.593,-73.892
3,007500,40.681,-73.992
3,007700,40.677,-73.995
4,056800,40.716,-73.734
4,058000,40.707,-73.731
4,013700,40.769,-73.905
4,014100,40.767,-73.907
3,105804,40.646,-73.884
2,033400,40.858,-73.875
2,037600,40.875,-73.869
2,017300,40.826,-73.917
2,033700,40.906,-73.903
2,034500,40.904,-73.899
2,011502,40.82,-73.886
2,012300,40.829,-73.887
