boro_code,ct2010,c_lat,c_lon
4,060701,40.717,-73.894
2,003700,40.811,-73.912
1,014700,40.771,-73.989
1,015100,40.774,-73.99
1,008601,40.746,-73.971
1,008800,40.749,-73.972
2,022000,40.843,-73.873
1,008602,40.75,-73.967
1,009000,40.753,-73.97
3,050803,40.654,-73.961
3,079802,40.658,-73.961
2,006100,40.822,-73.923
2,025700,40.86,-73.914
3,152200,40.644,-73.967
2,005300,40.852,-73.922
2,024700,40.855,-73.918
4,060300,40.714,-73.899
4,061301,40.709,-73.893
4,089200,40.654,-73.846
4,006201,40.667,-73.847
4,088400,40.658,-73.834
2,018301,40.829,-73.921
2,019500,40.83,-73.923
2,005902,40.824,-73.923
5,014604,40.55,-74.16
5,014605,40.559,-74.15
5,005900,40.625,-74.099
3,051200,40.647,-73.963
4,032900,40.764,-73.883
2,011000,40.817,-73.833
2,016600,40.83,-73.83
2,019400,40.834,-73.836
3,050600,40.649,-73.967
1,024000,40.791,-73.925
3,006300,40.682,-74.001
3,005100,40.683,-74.003
3,005900,40.679,-74.006
4,037300,40.76,-73.86
5,021300,40.633,-74.139
5,024700,40.628,-74.142
1,029700,40.872,-73.924
1,030300,40.869,-73.919
5,019800,40.518,-74.205
5,020803,40.533,-74.211
3,035400,40.58,-73.973
3,036600,40.583,-73.964
4,003700,40.762,-73.944
4,003900,40.763,-73.941
4,034700,40.767,-73.879
2,015700,40.833,-73.886
2,016100,40.837,-73.885
1,031703,40.715,-74.015
5,029103,40.604,-74.171
3,001300,40.698,-73.988
5,013203,40.55,-74.143
5,013204,40.559,-74.13
5,013201,40.565,-74.123
5,013800,40.57,-74.132
1,011700,40.76,-74.0
1,012900,40.764,-73.997
3,017100,40.657,-73.977
3,050202,40.654,-73.975
3,050000,40.648,-73.977
3,150200,40.655,-73.981
4,056400,40.722,-73.733
1,023900,40.832,-73.941
1,024500,40.837,-73.942
3,054300,40.701,-73.971
3,054500,40.705,-73.965
4,030902,40.758,-73.896
4,030904,40.764,-73.891
3,069602,40.622,-73.91
3,070600,40.614,-73.899
4,069000,40.66,-73.755
4,069400,40.656,-73.75
5,017008,40.556,-74.18
5,022800,40.577,-74.186
2,005600,40.833,-73.879
2,006200,40.833,-73.876
4,127700,40.724,-73.783
1,031704,40.708,-74.017
2,006000,40.838,-73.878
2,021800,40.837,-73.87
1,001300,40.709,-74.013
1,002100,40.714,-74.01
2,021601,40.838,-73.865
2,021602,40.837,-73.862
1,024302,40.832,-73.937
1,031100,40.847,-73.93
4,138502,40.752,-73.746
4,152901,40.752,-73.734
4,047600,40.722,-73.771
4,128300,40.734,-73.769
3,014100,40.665,-73.989
3,010100,40.658,-74.0
4,024300,40.737,-73.902
4,048900,40.737,-73.892
3,014500,40.661,-73.995
3,011700,40.669,-73.993
3,014300,40.664,-73.993
4,055200,40.728,-73.75
4,129102,40.732,-73.754
4,068300,40.735,-73.869
2,021001,40.841,-73.858
4,021900,40.724,-73.918
4,053500,40.716,-73.916
4,047500,40.734,-73.875
4,068700,40.73,-73.869
1,000202,40.712,-73.981
3,002100,40.703,-73.986
3,038700,40.691,-73.928
3,039500,40.693,-73.925
3,028900,40.693,-73.933
3,039300,40.696,-73.93
2,001900,40.803,-73.915
2,009300,40.809,-73.889
4,003600,40.684,-73.857
3,118600,40.681,-73.868
3,032700,40.663,-73.959
2,003500,40.811,-73.909
2,007300,40.815,-73.909
2,005100,40.813,-73.928
2,006300,40.824,-73.928
5,007500,40.634,-74.091
5,007700,40.638,-74.09
4,001900,40.749,-73.945
4,017100,40.75,-73.925
5,014100,40.629,-74.127
5,012500,40.629,-74.119
5,014700,40.619,-74.116
1,000800,40.712,-73.995
3,036502,40.675,-73.908
3,114400,40.673,-73.899
1,006200,40.739,-73.974
3,056300,40.735,-73.958
4,103201,40.608,-73.755
4,103202,40.607,-73.748
2,004100,40.811,-73.919
2,004300,40.814,-73.917
3,095400,40.639,-73.915
3,096000,40.646,-73.915
3,099600,40.633,-73.908
3,099800,40.63,-73.908
1,010602,40.76,-73.959
1,011600,40.763,-73.956
1,011401,40.765,-73.97
2,023800,40.844,-73.861
2,024000,40.842,-73.869
1,004200,40.732,-73.989
1,005700,40.729,-73.992
1,028700,40.864,-73.932
1,029100,40.864,-73.924
4,099100,40.79,-73.8
4,099705,40.787,-73.786
4,021600,40.709,-73.824
4,038302,40.741,-73.841
2,033500,40.894,-73.905
2,035100,40.895,-73.9
2,027600,40.855,-73.822
2,030200,40.864,-73.822
2,011800,40.813,-73.804
2,013800,40.822,-73.81
1,023801,40.757,-73.954
1,023802,40.768,-73.945
1,002700,40.713,-73.999
1,002900,40.714,-74.001
3,062600,40.592,-73.934
3,062800,40.59,-73.927
5,011202,40.571,-74.097
5,012804,40.565,-74.104
3,066200,40.609,-73.924
3,066600,40.594,-73.916
3,105801,40.649,-73.881
3,107000,40.649,-73.869
1,002400,40.724,-73.974
3,055500,40.718,-73.963
3,017700,40.662,-73.969
3,050400,40.649,-73.974
